date,station_id,eto,tx,tn,rs,rh
2009-01-01,77,0.0,46.6,42.6,56.0,100.0
2009-01-02,77,0.02,57.4,33.7,89.0,96.0
2009-01-03,77,0.07,57.3,27.4,244.0,69.0
2009-01-04,77,0.05,53.8,23.3,217.0,76.0
2009-01-05,77,0.01,45.8,39.0,63.0,95.0
2009-01-06,77,0.02,56.2,32.0,222.0,93.0
2009-01-07,77,0.05,57.6,41.9,222.0,92.0
2009-01-08,77,0.03,56.8,39.3,146.0,97.0
2009-01-09,77,0.11,67.4,33.3,256.0,35.0
2009-01-10,77,0.07,64.5,34.7,255.0,58.0
2009-01-11,77,0.07,72.6,30.3,254.0,67.0
2009-01-12,77,0.14,79.6,65.8,243.0,32.0
2009-01-13,77,0.08,78.0,40.4,260.0,59.0
2009-01-14,77,0.06,67.8,33.6,263.0,89.0
2009-01-15,77,0.07,68.9,30.4,268.0,84.0
2009-01-16,77,0.08,77.6,35.4,268.0,65.0
2009-01-17,77,0.07,69.2,34.3,267.0,79.0
2009-01-18,77,0.08,73.9,38.7,268.0,56.0
2009-01-19,77,0.09,73.6,41.7,274.0,51.0
2009-01-20,77,0.08,72.4,40.4,269.0,57.0
2009-01-21,77,0.01,56.6,41.8,69.0,85.0
2009-01-22,77,0.0,54.2,46.2,53.0,100.0
2009-01-23,77,0.01,58.3,48.6,81.0,99.0
2009-01-24,77,0.03,57.2,44.9,141.0,91.0
2009-01-25,77,0.07,57.7,35.3,273.0,78.0
2009-01-26,77,0.08,57.4,31.9,282.0,62.0
2009-01-27,77,0.08,58.6,32.5,288.0,55.0
2009-01-28,77,0.07,66.8,31.2,287.0,77.0
2009-01-29,77,0.11,73.3,38.2,301.0,49.0
2009-01-30,77,0.07,65.7,32.0,296.0,87.0
2009-01-31,77,0.07,67.8,32.8,300.0,88.0
2009-02-01,77,0.09,72.4,35.0,314.0,58.0
2009-02-02,77,0.09,71.5,32.3,308.0,69.0
2009-02-03,77,0.09,73.4,40.0,313.0,64.0
2009-02-04,77,0.06,65.9,35.5,221.0,79.0
2009-02-05,77,0.02,55.8,45.2,121.0,94.0
2009-02-06,77,0.02,55.7,46.2,114.0,96.0
2009-02-07,77,0.09,67.6,37.0,300.0,76.0
2009-02-08,77,0.02,55.2,35.4,105.0,92.0
2009-02-09,77,0.08,55.1,32.3,327.0,76.0
2009-02-10,77,0.06,54.1,27.4,271.0,84.0
2009-02-11,77,0.03,52.6,38.4,178.0,96.0
2009-02-12,77,0.04,53.3,32.7,194.0,88.0
2009-02-13,77,0.03,50.5,33.9,184.0,93.0
2009-02-14,77,0.03,52.5,37.0,155.0,90.0
2009-02-15,77,0.0,48.9,44.1,44.0,96.0
2009-02-16,77,0.02,52.4,44.9,132.0,95.0
2009-02-17,77,0.03,53.9,43.3,148.0,95.0
2009-02-18,77,0.06,58.2,40.2,259.0,89.0
2009-02-19,77,0.09,63.9,39.3,352.0,81.0
2009-02-20,77,0.09,67.7,41.7,338.0,79.0
2009-02-21,77,0.07,64.2,40.1,252.0,84.0
2009-02-22,77,0.01,56.7,52.1,74.0,97.0
2009-02-23,77,0.02,58.6,50.1,121.0,96.0
2009-02-24,77,0.09,62.0,41.0,344.0,85.0
2009-02-25,77,0.05,61.7,41.3,228.0,90.0
2009-02-26,77,0.07,63.4,40.8,268.0,89.0
2009-02-27,77,0.1,62.0,33.6,381.0,82.0
2009-02-28,77,0.07,66.0,45.1,225.0,73.0
2009-03-01,77,0.0,58.1,51.4,49.0,96.0
2009-03-02,77,0.03,58.3,52.0,126.0,89.0
2009-03-03,77,0.04,56.7,41.0,190.0,90.0
2009-03-04,77,0.06,54.3,37.2,256.0,91.0
2009-03-05,77,0.05,56.6,40.5,217.0,88.0
