date,station_id,eto,tx,tn,rs,rh
2020-01-01,77,0.04,63.2,41.8,190.0,86.0
2020-01-02,77,0.06,67.9,37.4,246.0,76.0
2020-01-03,77,0.05,61.0,35.2,227.0,84.0
2020-01-04,77,0.05,61.2,36.8,244.0,87.0
2020-01-05,77,0.06,60.9,35.9,258.0,78.0
2020-01-06,77,0.05,60.2,33.0,265.0,80.0
2020-01-07,77,0.05,59.6,32.0,262.0,81.0
2020-01-08,77,0.02,53.6,38.4,130.0,91.0
2020-01-09,77,0.04,57.4,35.8,190.0,83.0
2020-01-10,77,0.06,59.1,30.6,264.0,79.0
2020-01-11,77,0.06,57.4,37.5,244.0,82.0
2020-01-12,77,0.04,54.4,33.7,186.0,85.0
2020-01-13,77,0.06,57.0,34.0,239.0,84.0
2020-01-14,77,0.04,54.3,35.2,192.0,78.0
2020-01-15,77,0.04,52.0,30.0,215.0,80.0
2020-01-16,77,0.01,49.4,35.4,70.0,87.0
2020-01-17,77,0.04,55.0,35.3,218.0,86.0
2020-01-18,77,0.06,56.7,37.1,248.0,75.0
2020-01-19,77,0.04,57.2,40.7,151.0,71.0
2020-01-20,77,0.03,56.7,40.6,143.0,82.0
2020-01-21,77,0.01,53.8,41.4,78.0,92.0
2020-01-22,77,0.06,63.9,42.4,281.0,84.0
2020-01-23,77,0.04,59.3,40.6,169.0,86.0
2020-01-24,77,0.05,63.0,40.8,215.0,88.0
2020-01-25,77,0.04,64.1,51.5,160.0,90.0
2020-01-26,77,0.06,64.7,44.5,242.0,80.0
2020-01-27,77,0.05,60.9,43.0,204.0,81.0
2020-01-28,77,0.04,60.6,42.5,156.0,90.0
2020-01-29,77,0.07,66.7,40.9,257.0,79.0
2020-01-30,77,0.07,69.7,42.8,295.0,82.0
2020-01-31,77,0.07,67.6,41.4,277.0,87.0
2020-02-01,77,0.08,69.2,39.1,330.0,86.0
2020-02-02,77,0.09,56.0,35.7,305.0,64.0
2020-02-03,77,0.11,55.0,29.4,357.0,41.0
2020-02-04,77,0.1,59.2,35.1,331.0,38.0
2020-02-05,77,0.08,65.4,31.8,347.0,66.0
2020-02-06,77,0.08,66.2,35.2,353.0,79.0
2020-02-07,77,0.08,67.4,35.0,358.0,82.0
2020-02-08,77,0.08,63.9,37.3,316.0,76.0
2020-02-09,77,0.17,62.1,45.6,380.0,30.0
2020-02-10,77,0.16,75.3,42.4,381.0,25.0
2020-02-11,77,0.16,77.8,47.0,383.0,27.0
2020-02-12,77,0.11,74.5,37.5,387.0,56.0
2020-02-13,77,0.07,59.6,36.6,290.0,83.0
2020-02-14,77,0.09,67.1,42.3,356.0,78.0
2020-02-15,77,0.09,66.6,36.9,349.0,79.0
2020-02-16,77,0.1,70.2,40.4,371.0,71.0
2020-02-17,77,0.14,72.7,41.2,404.0,45.0
2020-02-18,77,0.11,69.0,38.5,395.0,46.0
2020-02-19,77,0.1,67.7,32.8,397.0,62.0
2020-02-20,77,0.1,68.8,40.2,327.0,60.0
2020-02-21,77,0.12,76.7,40.3,411.0,51.0
2020-02-22,77,0.11,66.1,37.0,414.0,73.0
2020-02-23,77,0.1,66.6,40.4,392.0,80.0
2020-02-24,77,0.13,77.7,37.6,437.0,53.0
2020-02-25,77,0.16,80.9,44.7,442.0,33.0
2020-02-26,77,0.13,78.5,38.5,441.0,59.0
2020-02-27,77,0.13,78.6,42.2,438.0,62.0
2020-02-28,77,0.12,74.4,45.5,337.0,62.0
2020-02-29,77,0.13,67.5,37.3,429.0,59.0
2020-03-01,77,0.11,60.3,38.7,250.0,42.0
2020-03-02,77,0.22,73.3,50.9,469.0,24.0
2020-03-03,77,0.16,83.2,47.5,472.0,42.0
2020-03-04,77,0.14,79.8,39.4,470.0,60.0
2020-03-05,77,0.1,68.0,45.6,383.0,78.0
2020-03-06,77,0.04,56.9,48.1,144.0,74.0
2020-03-07,77,0.06,57.8,37.1,242.0,73.0
2020-03-08,77,0.07,58.3,31.6,273.0,72.0
2020-03-09,77,0.13,67.3,39.4,474.0,59.0
2020-03-10,77,0.15,77.5,40.0,493.0,51.0
2020-03-11,77,0.15,74.5,40.9,469.0,62.0
2020-03-12,77,0.16,78.0,39.8,510.0,62.0
2020-03-13,77,0.06,60.0,39.4,199.0,78.0
2020-03-14,77,0.1,57.1,43.6,350.0,74.0
2020-03-15,77,0.09,53.7,41.8,344.0,73.0
2020-03-16,77,0.08,54.5,38.8,340.0,76.0
2020-03-17,77,0.06,55.5,34.8,273.0,79.0
2020-03-18,77,0.02,53.6,42.9,143.0,89.0
2020-03-19,77,0.12,62.6,35.7,482.0,72.0
2020-03-20,77,0.12,65.2,34.7,444.0,69.0
2020-03-21,77,0.15,66.7,37.1,518.0,68.0
2020-03-22,77,0.12,69.5,39.5,383.0,71.0
2020-03-23,77,0.12,60.2,37.3,424.0,76.0
2020-03-24,77,0.05,55.5,38.1,221.0,84.0
2020-03-25,77,0.14,59.1,33.5,537.0,76.0
2020-03-26,77,0.15,59.8,33.0,551.0,68.0
2020-03-27,77,0.14,61.2,34.0,497.0,69.0
2020-03-28,77,0.05,57.6,41.8,219.0,85.0
2020-03-29,77,0.06,59.1,44.2,240.0,85.0
2020-03-30,77,0.07,60.7,45.7,251.0,80.0
2020-03-31,77,0.13,67.5,43.3,432.0,77.0
2020-04-01,77,0.16,66.6,39.1,602.0,57.0
2020-04-02,77,0.19,68.8,36.0,611.0,44.0
2020-04-03,77,0.17,68.4,36.4,594.0,54.0
2020-04-04,77,0.06,58.9,37.6,249.0,87.0
2020-04-05,77,0.08,56.7,40.0,315.0,76.0
2020-04-06,77,0.09,58.9,34.4,350.0,76.0
2020-04-07,77,0.16,66.4,39.4,584.0,71.0
2020-04-08,77,0.11,61.6,41.0,392.0,83.0
2020-04-09,77,0.1,65.6,49.2,345.0,77.0
2020-04-10,77,0.17,70.1,46.7,541.0,71.0
2020-04-11,77,0.13,64.4,45.8,458.0,83.0
2020-04-12,77,0.15,72.1,49.2,504.0,81.0
2020-04-13,77,0.2,78.5,46.6,626.0,59.0
2020-04-14,77,0.25,81.9,45.5,651.0,30.0
2020-04-15,77,0.21,81.6,41.8,596.0,54.0
2020-04-16,77,0.14,67.8,49.2,457.0,78.0
2020-04-17,77,0.13,65.8,50.9,406.0,72.0
2020-04-18,77,0.19,64.9,44.1,586.0,63.0
2020-04-19,77,0.15,66.6,40.5,481.0,69.0
2020-04-20,77,0.16,69.5,44.0,480.0,70.0
2020-04-21,77,0.2,77.0,42.4,643.0,67.0
2020-04-22,77,0.22,84.5,43.2,640.0,63.0
2020-04-23,77,0.23,85.9,52.8,646.0,55.0
2020-04-24,77,0.25,91.0,55.2,657.0,42.0
2020-04-25,77,0.23,89.4,52.2,606.0,51.0
2020-04-26,77,0.23,84.0,46.3,661.0,59.0
2020-04-27,77,0.23,85.1,43.5,638.0,50.0
2020-04-28,77,0.23,88.6,52.0,657.0,60.0
2020-04-29,77,0.17,80.4,50.0,497.0,70.0
2020-04-30,77,0.24,79.1,46.0,660.0,53.0
2020-05-01,77,0.24,79.7,42.3,677.0,45.0
2020-05-02,77,0.11,69.0,46.5,360.0,74.0
2020-05-03,77,0.23,74.7,40.4,707.0,53.0
2020-05-04,77,0.23,82.2,38.0,662.0,43.0
2020-05-05,77,0.24,81.4,38.6,693.0,52.0
2020-05-06,77,0.26,86.3,44.8,717.0,35.0
2020-05-07,77,0.26,93.2,42.6,700.0,35.0
2020-05-08,77,0.26,94.8,45.7,663.0,40.0
2020-05-09,77,0.22,79.4,47.4,691.0,70.0
2020-05-10,77,0.18,73.2,47.6,548.0,70.0
2020-05-11,77,0.05,63.8,45.7,215.0,85.0
2020-05-12,77,0.19,66.8,50.4,643.0,76.0
2020-05-13,77,0.05,62.9,46.4,242.0,87.0
2020-05-14,77,0.08,69.0,48.6,319.0,83.0
2020-05-15,77,0.23,76.8,45.8,701.0,63.0
2020-05-16,77,0.2,73.6,49.8,589.0,67.0
2020-05-17,77,0.17,72.6,55.1,502.0,71.0
2020-05-18,77,0.2,66.4,48.8,642.0,72.0
2020-05-19,77,0.2,72.0,44.6,666.0,68.0
2020-05-20,77,0.2,75.0,44.8,644.0,70.0
2020-05-21,77,0.24,80.2,46.5,727.0,60.0
2020-05-22,77,0.23,78.0,45.3,715.0,55.0
2020-05-23,77,0.28,84.5,45.7,748.0,39.0
2020-05-24,77,0.27,90.9,47.4,731.0,47.0
2020-05-25,77,0.28,95.8,53.1,720.0,46.0
2020-05-26,77,0.28,98.4,56.9,721.0,52.0
2020-05-27,77,0.28,98.0,57.3,734.0,53.0
2020-05-28,77,0.24,89.3,54.5,683.0,71.0
2020-05-29,77,0.22,78.2,52.6,665.0,73.0
2020-05-30,77,0.14,74.2,55.5,426.0,69.0
2020-05-31,77,0.17,74.8,53.4,522.0,70.0
2020-06-01,77,0.24,84.9,53.1,713.0,59.0
2020-06-02,77,0.28,93.9,53.3,730.0,49.0
2020-06-03,77,0.29,98.2,55.4,731.0,44.0
2020-06-04,77,0.28,97.9,53.3,740.0,54.0
2020-06-05,77,0.25,81.2,50.8,721.0,60.0
2020-06-06,77,0.26,75.6,46.9,751.0,53.0
2020-06-07,77,0.25,73.8,43.3,725.0,46.0
2020-06-08,77,0.28,81.1,43.5,767.0,38.0
2020-06-09,77,0.28,89.8,45.2,751.0,41.0
2020-06-10,77,0.28,94.8,50.8,746.0,48.0
2020-06-11,77,0.25,89.2,51.2,671.0,58.0
