date,station_id,eto,tx,tn,rs,rh
2010-01-01,77,0.01,56.6,47.4,75.0,99.0
2010-01-02,77,0.04,61.6,42.1,197.0,95.0
2010-01-03,77,0.06,66.0,34.3,227.0,87.0
2010-01-04,77,0.05,61.7,32.9,227.0,94.0
2010-01-05,77,0.03,61.3,35.6,169.0,97.0
2010-01-06,77,0.01,52.3,39.2,90.0,100.0
2010-01-07,77,0.01,50.9,38.9,85.0,100.0
2010-01-08,77,0.02,59.6,40.7,133.0,99.0
2010-01-09,77,0.01,54.2,38.7,83.0,100.0
2010-01-10,77,0.02,56.6,39.7,129.0,100.0
2010-01-11,77,0.02,56.0,41.1,122.0,97.0
2010-01-12,77,0.0,59.4,47.4,33.0,97.0
2010-01-13,77,0.05,63.0,43.2,192.0,88.0
2010-01-14,77,0.05,65.2,39.6,225.0,90.0
2010-01-15,77,0.03,58.6,40.8,135.0,92.0
2010-01-16,77,0.03,56.8,38.7,158.0,93.0
2010-01-17,77,0.01,56.2,50.3,68.0,98.0
2010-01-18,77,0.01,55.1,49.4,44.0,92.0
2010-01-19,77,0.01,54.7,42.9,87.0,96.0
2010-01-20,77,0.01,53.1,43.3,79.0,93.0
2010-01-21,77,0.0,50.1,39.8,21.0,99.0
2010-01-22,77,0.01,47.3,36.2,83.0,100.0
2010-01-23,77,0.04,55.8,37.9,184.0,98.0
2010-01-24,77,0.01,50.3,36.2,70.0,100.0
2010-01-25,77,0.0,52.2,46.0,30.0,100.0
2010-01-26,77,0.01,54.7,40.3,68.0,100.0
2010-01-27,77,0.05,58.8,37.4,243.0,100.0
2010-01-28,77,0.05,62.0,35.8,222.0,94.0
2010-01-29,77,0.02,56.9,41.3,97.0,94.0
2010-01-30,77,0.04,61.2,40.2,189.0,93.0
2010-01-31,77,0.06,60.1,37.5,268.0,95.0
2010-02-01,77,0.03,58.6,42.0,140.0,92.0
2010-02-02,77,0.04,58.6,43.5,176.0,87.0
2010-02-03,77,0.03,60.4,40.9,151.0,95.0
2010-02-04,77,0.0,56.1,45.1,49.0,98.0
2010-02-05,77,0.06,62.5,48.7,235.0,93.0
2010-02-06,77,0.03,57.5,43.6,142.0,95.0
2010-02-07,77,0.07,62.0,39.6,294.0,87.0
2010-02-08,77,0.04,57.1,34.4,195.0,96.0
2010-02-09,77,0.02,53.4,37.6,112.0,95.0
2010-02-10,77,0.06,60.3,33.9,255.0,93.0
2010-02-11,77,0.05,59.5,42.0,211.0,90.0
2010-02-12,77,0.04,61.1,46.8,171.0,99.0
2010-02-13,77,0.07,66.0,45.0,280.0,90.0
2010-02-14,77,0.08,67.8,39.6,317.0,94.0
2010-02-15,77,0.08,68.9,43.5,323.0,92.0
2010-02-16,77,0.09,71.4,43.7,320.0,90.0
2010-02-17,77,0.1,75.2,39.7,342.0,84.0
2010-02-18,77,0.07,65.2,42.8,287.0,98.0
2010-02-19,77,0.01,54.7,46.1,71.0,95.0
2010-02-20,77,0.02,55.4,40.1,105.0,90.0
2010-02-21,77,0.03,53.7,38.6,160.0,93.0
2010-02-22,77,0.1,64.5,36.2,362.0,76.0
2010-02-23,77,0.0,50.1,41.8,45.0,98.0
2010-02-24,77,0.05,65.4,44.3,196.0,95.0
2010-02-25,77,0.08,63.9,44.5,294.0,89.0
2010-02-26,77,0.02,58.8,43.2,82.0,95.0
2010-02-27,77,0.04,60.0,40.6,194.0,94.0
2010-02-28,77,0.1,65.3,36.9,368.0,90.0
2010-03-01,77,0.05,58.8,43.9,205.0,93.0
2010-03-02,77,0.04,60.7,43.8,197.0,92.0
2010-03-03,77,0.04,53.9,37.0,183.0,95.0
2010-03-04,77,0.08,58.8,34.8,360.0,90.0
2010-03-05,77,0.06,55.7,33.6,243.0,89.0
2010-03-06,77,0.09,67.4,43.3,311.0,77.0
2010-03-07,77,0.12,69.2,37.0,424.0,84.0
2010-03-08,77,0.09,56.0,35.1,315.0,80.0
2010-03-09,77,0.1,58.4,30.3,368.0,74.0
2010-03-10,77,0.09,59.5,33.4,380.0,75.0
2010-03-11,77,0.11,61.9,31.8,432.0,78.0
2010-03-12,77,0.02,56.5,37.3,113.0,97.0
2010-03-13,77,0.12,60.0,34.2,469.0,65.0
2010-03-14,77,0.14,68.2,36.2,451.0,60.0
2010-03-15,77,0.13,70.6,35.2,456.0,76.0
2010-03-16,77,0.13,74.3,43.0,405.0,76.0
2010-03-17,77,0.14,76.0,46.1,441.0,77.0
2010-03-18,77,0.19,79.8,38.0,485.0,47.0
2010-03-19,77,0.19,80.0,44.2,489.0,39.0
2010-03-20,77,0.12,69.3,37.6,386.0,66.0
2010-03-21,77,0.08,66.9,37.3,316.0,88.0
2010-03-22,77,0.14,72.2,40.0,487.0,73.0
2010-03-23,77,0.18,76.2,43.2,491.0,43.0
2010-03-24,77,0.13,67.8,37.4,465.0,84.0
2010-03-25,77,0.11,61.1,39.7,398.0,85.0
2010-03-26,77,0.14,66.9,34.6,501.0,76.0
2010-03-27,77,0.16,71.8,38.8,498.0,62.0
2010-03-28,77,0.15,72.3,39.6,456.0,65.0
2010-03-29,77,0.04,63.4,48.7,175.0,91.0
2010-03-30,77,0.13,58.2,39.5,428.0,79.0
2010-03-31,77,0.06,54.1,36.7,256.0,89.0
2010-04-01,77,0.1,60.6,38.6,385.0,78.0
2010-04-02,77,0.04,58.2,37.5,222.0,95.0
2010-04-03,77,0.11,60.0,34.7,418.0,76.0
2010-04-04,77,0.01,50.6,38.8,99.0,96.0
2010-04-05,77,0.11,56.9,34.9,412.0,84.0
2010-04-06,77,0.15,66.7,35.2,550.0,70.0
2010-04-07,77,0.18,74.5,36.6,559.0,65.0
2010-04-08,77,0.14,69.5,42.5,481.0,77.0
2010-04-09,77,0.19,75.0,38.7,571.0,56.0
2010-04-10,77,0.03,56.3,46.3,146.0,83.0
2010-04-11,77,0.0,53.6,46.7,45.0,92.0
2010-04-12,77,0.05,58.5,41.5,233.0,94.0
2010-04-13,77,0.12,65.2,39.2,463.0,86.0
2010-04-14,77,0.12,61.4,38.5,447.0,81.0
2010-04-15,77,0.16,69.3,38.4,516.0,70.0
2010-04-16,77,0.18,70.6,42.6,572.0,70.0
2010-04-17,77,0.17,73.4,43.8,532.0,78.0
2010-04-18,77,0.2,78.0,43.5,593.0,67.0
2010-04-19,77,0.12,65.9,43.8,407.0,78.0
2010-04-20,77,0.11,59.1,41.8,402.0,85.0
2010-04-21,77,0.09,61.3,39.6,332.0,79.0
2010-04-22,77,0.18,73.7,38.9,540.0,72.0
2010-04-23,77,0.2,75.4,41.5,603.0,75.0
2010-04-24,77,0.2,77.0,40.6,612.0,75.0
2010-04-25,77,0.22,84.8,44.2,624.0,55.0
2010-04-26,77,0.17,75.8,41.2,502.0,59.0
2010-04-27,77,0.07,60.0,47.7,263.0,88.0
2010-04-28,77,0.09,57.0,39.5,378.0,87.0
2010-04-29,77,0.16,64.8,36.4,549.0,72.0
2010-04-30,77,0.22,72.7,37.7,649.0,54.0
2010-05-01,77,0.21,78.5,44.7,628.0,62.0
2010-05-02,77,0.25,84.0,44.9,651.0,42.0
2010-05-03,77,0.23,85.1,46.9,635.0,60.0
2010-05-04,77,0.22,79.1,42.3,655.0,50.0
2010-05-05,77,0.21,72.8,42.6,652.0,48.0
2010-05-06,77,0.26,76.4,45.8,675.0,27.0
2010-05-07,77,0.22,76.2,37.2,653.0,51.0
2010-05-08,77,0.21,72.9,38.8,644.0,70.0
2010-05-09,77,0.13,63.4,45.4,463.0,80.0
2010-05-10,77,0.09,59.6,40.8,362.0,83.0
2010-05-11,77,0.2,70.8,35.0,665.0,70.0
2010-05-12,77,0.2,78.4,43.1,601.0,68.0
2010-05-13,77,0.21,81.1,43.2,629.0,73.0
2010-05-14,77,0.17,71.7,45.5,556.0,85.0
2010-05-15,77,0.18,76.5,47.0,582.0,84.0
2010-05-16,77,0.13,71.0,48.4,449.0,82.0
2010-05-17,77,0.03,57.7,50.7,158.0,92.0
2010-05-18,77,0.14,69.6,51.4,466.0,79.0
2010-05-19,77,0.09,66.0,44.0,350.0,86.0
2010-05-20,77,0.21,74.5,41.4,679.0,59.0
2010-05-21,77,0.14,64.0,40.5,433.0,68.0
2010-05-22,77,0.15,64.5,36.8,524.0,72.0
2010-05-23,77,0.23,71.3,38.1,676.0,56.0
2010-05-24,77,0.08,61.1,48.0,302.0,75.0
2010-05-25,77,0.04,59.1,46.9,205.0,94.0
2010-05-26,77,0.12,64.4,45.1,418.0,77.0
